left,top,width,height,ca,no,tr,fr
508,528,540,115,spoon,10,ryplus,61
607,370,323,432,spoon,10,ryplus,67
744,233,158,460,spoon,10,ryplus,73
668,307,327,319,spoon,10,ryplus,79
679,301,317,393,spoon,10,ryplus,85
691,295,307,467,spoon,10,ryplus,91
693,302,211,455,spoon,10,ryplus,97
655,496,325,217,spoon,10,ryplus,103
615,503,409,106,spoon,10,ryplus,109
699,383,646,103,spoon,10,rzminus,1
772,366,609,115,spoon,10,rzminus,7
884,341,454,156,spoon,10,rzminus,13
1032,374,64,122,spoon,10,rzminus,19
887,491,309,59,spoon,10,rzminus,25
731,472,620,89,spoon,10,rzminus,31
738,384,757,266,spoon,10,rzminus,37
814,393,640,139,spoon,10,rzminus,43
1056,407,166,126,spoon,10,rzminus,49
883,460,235,103,spoon,10,rzminus,55
713,478,592,91,spoon,10,rzminus,61
694,494,667,103,spoon,10,rzminus,67
828,432,607,136,spoon,10,rzminus,73
956,437,287,142,spoon,10,rzminus,79
872,462,396,122,spoon,10,rzminus,85
788,487,505,102,spoon,10,rzminus,91
737,485,634,81,spoon,10,rzminus,97
802,453,666,100,spoon,10,rzminus,103
914,377,443,236,spoon,10,rzminus,109
935,483,304,247,spoon,10,rzminus,115
761,503,448,95,spoon,10,rzminus,121
634,474,657,145,spoon,10,rzminus,127
720,455,650,123,spoon,10,rzminus,133
911,397,571,79,spoon,10,rzplus,1
852,416,526,72,spoon,10,rzplus,7
905,448,362,74,spoon,10,rzplus,13
962,442,161,118,spoon,10,rzplus,19
990,479,310,75,spoon,10,rzplus,25
752,451,573,103,spoon,10,rzplus,31
599,402,413,108,spoon,10,rzplus,37
446,354,253,114,spoon,10,rzplus,43
949,425,131,163,spoon,10,rzplus,49
916,441,495,185,spoon,10,rzplus,55
833,448,720,127,spoon,10,rzplus,61
854,451,569,70,spoon,10,rzplus,67
876,462,396,143,spoon,10,rzplus,73
940,465,426,124,spoon,10,rzplus,79
783,385,804,234,spoon,10,rzplus,85
869,497,599,82,spoon,10,rzplus,91
1031,497,317,58,spoon,10,rzplus,97
1139,508,96,79,spoon,10,rzplus,103
981,526,258,100,spoon,10,rzplus,109
913,537,451,100,spoon,10,rzplus,115
865,495,592,146,spoon,10,rzplus,121
799,405,667,87,spoon,10,rzplus,127
303,23,1607,195,spoon,11,rxminus,1
197,310,1691,189,spoon,11,rxminus,7
150,111,1755,257,spoon,11,rxminus,13
179,131,1741,201,spoon,11,rxminus,19
174,106,1721,180,spoon,11,rxminus,25
70,77,1797,357,spoon,11,rxminus,31
158,184,1762,228,spoon,11,rxminus,37
121,160,1799,245,spoon,11,rxminus,43
107,168,1802,218,spoon,11,rxminus,49
95,120,1815,282,spoon,11,rxminus,55
26,110,1894,224,spoon,11,rxminus,61
8,170,1905,253,spoon,11,rxminus,67
0,229,1713,280,spoon,11,rxminus,73
0,10,1920,224,spoon,11,rxminus,79
0,11,1909,160,spoon,11,rxminus,85
14,9,1797,182,spoon,11,rxminus,91
0,33,1920,381,spoon,11,rxminus,97
0,339,1811,274,spoon,11,rxminus,103
0,365,1866,259,spoon,11,rxminus,109
0,294,1920,152,spoon,11,rxminus,115
11,231,1821,224,spoon,11,rxminus,121
2,288,1715,154,spoon,11,rxminus,127
0,247,1586,158,spoon,11,rxminus,133
318,115,1465,160,spoon,11,rxplus,1
166,94,1577,166,spoon,11,rxplus,7
131,39,1731,182,spoon,11,rxplus,13
156,52,1685,328,spoon,11,rxplus,19
102,123,1669,194,spoon,11,rxplus,25
39,104,1654,167,spoon,11,rxplus,31
64,118,1707,260,spoon,11,rxplus,37
0,46,1881,307,spoon,11,rxplus,43
17,67,1721,301,spoon,11,rxplus,49
0,124,1720,219,spoon,11,rxplus,55
0,112,1640,215,spoon,11,rxplus,61
0,128,1868,182,spoon,11,rxplus,67
0,106,1885,248,spoon,11,rxplus,73
0,62,1847,352,spoon,11,rxplus,79
1,103,1757,225,spoon,11,rxplus,85
1,136,1662,194,spoon,11,rxplus,91
0,66,1713,302,spoon,11,rxplus,97
0,121,1612,207,spoon,11,rxplus,103
0,130,1676,134,spoon,11,rxplus,109
0,105,1635,225,spoon,11,rxplus,115
0,183,1670,237,spoon,11,rxplus,121
7,222,1726,89,spoon,11,rxplus,127
3,240,1917,159,spoon,11,ryminus,1
0,241,1796,397,spoon,11,ryminus,7
63,8,1288,1071,spoon,11,ryminus,13
685,0,392,1080,spoon,11,ryminus,19
308,0,1278,1077,spoon,11,ryminus,25
0,90,1361,541,spoon,11,ryminus,31
0,241,1419,256,spoon,11,ryminus,37
83,264,1745,74,spoon,11,ryminus,43
78,16,1737,599,spoon,11,ryminus,49
671,0,419,967,spoon,11,ryminus,55
834,14,315,869,spoon,11,ryminus,61
5,55,1681,451,spoon,11,ryminus,67
0,217,1537,221,spoon,11,ryminus,73
243,0,1170,1050,spoon,11,ryminus,79
562,6,642,1074,spoon,11,ryminus,85
664,314,552,310,spoon,11,ryminus,91
0,240,1733,231,spoon,11,ryminus,97
170,263,1619,299,spoon,11,ryminus,103
389,0,1494,665,spoon,11,ryminus,109
716,0,379,1024,spoon,11,ryminus,115
199,1,1303,859,spoon,11,ryminus,121
5,217,1219,260,spoon,11,ryminus,127
0,234,1618,187,spoon,11,ryminus,133
12,80,1840,219,spoon,11,ryplus,1
194,3,1571,418,spoon,11,ryplus,7
657,3,447,884,spoon,11,ryplus,13
356,13,960,1067,spoon,11,ryplus,19
3,78,1860,516,spoon,11,ryplus,25
19,214,1842,685,spoon,11,ryplus,31
3,311,1917,165,spoon,11,ryplus,37
654,3,955,1068,spoon,11,ryplus,43
706,0,342,928,spoon,11,ryplus,49
0,0,1062,605,spoon,11,ryplus,55
3,13,1348,298,spoon,11,ryplus,61
6,0,1914,224,spoon,11,ryplus,67
9,9,1479,219,spoon,11,ryplus,73
2,0,1226,63,spoon,11,ryplus,79
809,11,1039,132,spoon,11,ryplus,85
820,0,218,737,spoon,11,ryplus,91
0,0,1915,322,spoon,11,ryplus,97
669,2,888,975,spoon,11,ryplus,103
864,0,173,531,spoon,11,ryplus,109
344,11,660,178,spoon,11,ryplus,115
85,169,1629,64,spoon,11,ryplus,121
0,80,1872,310,spoon,11,rzminus,1
249,140,1421,386,spoon,11,rzminus,7
124,192,1512,334,spoon,11,rzminus,13
0,244,1603,282,spoon,11,rzminus,19
79,269,1841,157,spoon,11,rzminus,25
597,6,807,497,spoon,11,rzminus,31
298,233,884,300,spoon,11,rzminus,37
0,460,962,104,spoon,11,rzminus,43
46,340,1049,144,spoon,11,rzminus,49
156,302,1367,284,spoon,11,rzminus,55
78,329,1315,194,spoon,11,rzminus,61
0,356,1264,104,spoon,11,rzminus,67
0,382,1429,107,spoon,11,rzminus,73
19,377,1461,197,spoon,11,rzminus,79
369,356,1551,104,spoon,11,rzminus,85
465,250,1447,204,spoon,11,rzminus,91
0,270,250,330,spoon,11,rzminus,97
0,260,1202,169,spoon,11,rzminus,103
0,310,1398,205,spoon,11,rzminus,109
0,285,1585,173,spoon,11,rzminus,115
55,282,1427,103,spoon,11,rzminus,121
89,186,1663,140,spoon,11,rzplus,1
8,24,1490,478,spoon,11,rzplus,7
761,2,872,550,spoon,11,rzplus,13
500,353,1420,120,spoon,11,rzplus,19
52,270,1868,330,spoon,11,rzplus,25
172,370,1557,143,spoon,11,rzplus,31
382,261,934,334,spoon,11,rzplus,37
718,1,429,674,spoon,11,rzplus,43
195,374,1441,306,spoon,11,rzplus,49
0,340,1756,215,spoon,11,rzplus,55
1,332,1779,188,spoon,11,rzplus,61
1,419,1550,54,spoon,11,rzplus,67
14,297,1752,96,spoon,11,rzplus,73
3,272,1419,143,spoon,11,rzplus,79
818,8,822,508,spoon,11,rzplus,85
618,143,1162,494,spoon,11,rzplus,91
418,278,1502,481,spoon,11,rzplus,97
470,336,1091,98,spoon,11,rzplus,103
172,286,1375,64,spoon,11,rzplus,109
925,8,368,504,spoon,11,rzplus,115
301,323,1619,196,spoon,11,rzplus,121
1,334,1824,103,spoon,11,rzplus,127
14,267,1793,210,spoon,11,rzplus,133
622,316,898,207,spoon,12,rxminus,1
565,381,909,149,spoon,12,rxminus,7
560,347,925,177,spoon,12,rxminus,13
499,292,1083,322,spoon,12,rxminus,19
511,308,1011,285,spoon,12,rxminus,25
511,298,975,246,spoon,12,rxminus,31
536,348,1008,152,spoon,12,rxminus,37
527,334,952,192,spoon,12,rxminus,43
515,324,967,227,spoon,12,rxminus,49
487,354,1077,244,spoon,12,rxminus,55
528,393,1028,162,spoon,12,rxminus,61
512,384,1137,154,spoon,12,rxminus,67
450,369,1114,171,spoon,12,rxminus,73
515,322,993,225,spoon,12,rxminus,79
507,314,1032,242,spoon,12,rxminus,85
472,344,1165,160,spoon,12,rxminus,91
413,272,1224,285,spoon,12,rxminus,97
452,292,1179,261,spoon,12,rxminus,103
463,324,1066,231,spoon,12,rxminus,109
467,258,1054,279,spoon,12,rxminus,115
521,355,1010,194,spoon,12,rxminus,121
548,581,689,106,spoon,12,rxplus,1
557,454,945,241,spoon,12,rxplus,7
549,492,800,169,spoon,12,rxplus,13
546,498,774,173,spoon,12,rxplus,19
533,476,779,185,spoon,12,rxplus,25
534,466,826,191,spoon,12,rxplus,31
534,509,848,126,spoon,12,rxplus,37
590,522,766,88,spoon,12,rxplus,43
588,530,756,98,spoon,12,rxplus,49
540,516,808,174,spoon,12,rxplus,55
510,504,918,215,spoon,12,rxplus,61
451,461,960,251,spoon,12,rxplus,67
523,486,903,240,spoon,12,rxplus,73
460,452,965,304,spoon,12,rxplus,79
563,469,823,254,spoon,12,rxplus,85
547,529,799,87,spoon,12,rxplus,91
556,541,759,156,spoon,12,rxplus,97
540,553,808,189,spoon,12,rxplus,103
561,599,786,146,spoon,12,rxplus,109
584,615,792,97,spoon,12,rxplus,115
616,557,826,174,spoon,12,rxplus,121
358,373,1256,279,spoon,12,ryminus,1
538,292,906,371,spoon,12,ryminus,7
695,219,670,586,spoon,12,ryminus,13
731,55,493,871,spoon,12,ryminus,19
832,49,224,871,spoon,12,ryminus,25
749,73,256,896,spoon,12,ryminus,31
450,282,754,494,spoon,12,ryminus,37
401,443,975,308,spoon,12,ryminus,43
625,516,793,364,spoon,12,ryminus,49
761,352,571,694,spoon,12,ryminus,55
879,273,171,806,spoon,12,ryminus,61
680,204,613,762,spoon,12,ryminus,67
438,410,1022,312,spoon,12,ryminus,73
542,304,831,503,spoon,12,ryminus,79
758,80,422,999,spoon,12,ryminus,85
705,302,558,778,spoon,12,ryminus,91
466,519,859,123,spoon,12,ryminus,97
732,420,688,288,spoon,12,ryminus,103
971,183,233,896,spoon,12,ryminus,109
803,175,387,905,spoon,12,ryminus,115
463,272,1034,468,spoon,12,ryminus,121
539,522,859,195,spoon,12,ryminus,127
568,426,845,118,spoon,12,ryplus,1
460,440,914,170,spoon,12,ryplus,7
486,381,799,264,spoon,12,ryplus,13
521,248,666,496,spoon,12,ryplus,19
701,144,420,731,spoon,12,ryplus,25
864,110,161,814,spoon,12,ryplus,31
871,183,155,728,spoon,12,ryplus,37
881,340,315,697,spoon,12,ryplus,43
802,338,499,421,spoon,12,ryplus,49
487,251,973,481,spoon,12,ryplus,55
491,296,973,508,spoon,12,ryplus,61
496,341,974,536,spoon,12,ryplus,67
624,323,494,533,spoon,12,ryplus,73
688,190,346,843,spoon,12,ryplus,79
883,304,272,742,spoon,12,ryplus,85
811,213,524,693,spoon,12,ryplus,91
614,295,726,467,spoon,12,ryplus,97
541,438,837,235,spoon,12,ryplus,103
527,490,810,118,spoon,12,ryplus,109
577,455,774,157,spoon,12,ryplus,115
603,514,766,133,spoon,12,ryplus,121
576,519,901,184,spoon,12,rzminus,1
499,530,954,223,spoon,12,rzminus,7
613,553,800,156,spoon,12,rzminus,13
629,499,690,344,spoon,12,rzminus,19
654,529,441,327,spoon,12,rzminus,25
456,590,768,221,spoon,12,rzminus,31
429,605,882,101,spoon,12,rzminus,37
473,584,888,134,spoon,12,rzminus,43
482,546,991,238,spoon,12,rzminus,49
705,646,486,182,spoon,12,rzminus,55
585,646,539,255,spoon,12,rzminus,61
368,713,815,125,spoon,12,rzminus,67
466,576,880,167,spoon,12,rzminus,73
522,542,781,246,spoon,12,rzminus,79
642,588,604,181,spoon,12,rzminus,85
835,584,268,159,spoon,12,rzminus,91
558,612,710,161,spoon,12,rzminus,97
480,590,984,205,spoon,12,rzminus,103
565,650,887,141,spoon,12,rzminus,109
723,690,512,157,spoon,12,rzminus,115
333,644,892,154,spoon,12,rzminus,121
379,671,972,162,spoon,12,rzminus,127
533,369,884,231,spoon,12,rzplus,1
509,458,803,172,spoon,12,rzplus,7
432,582,819,117,spoon,12,rzplus,13
642,615,563,149,spoon,12,rzplus,19
927,645,254,113,spoon,12,rzplus,25
874,626,487,100,spoon,12,rzplus,31
573,556,832,205,spoon,12,rzplus,37
496,627,781,115,spoon,12,rzplus,43
388,521,844,253,spoon,12,rzplus,49
768,685,186,112,spoon,12,rzplus,55
853,710,387,99,spoon,12,rzplus,61
533,644,874,139,spoon,12,rzplus,67
458,655,895,177,spoon,12,rzplus,73
364,737,791,151,spoon,12,rzplus,79
672,691,353,264,spoon,12,rzplus,85
927,848,276,123,spoon,12,rzplus,91
693,610,767,260,spoon,12,rzplus,97
549,658,860,119,spoon,12,rzplus,103
462,718,783,109,spoon,12,rzplus,109
770,721,235,202,spoon,12,rzplus,115
567,732,759,184,spoon,12,rzplus,121
114,472,960,200,spoon,13,rxminus,1
127,559,963,157,spoon,13,rxminus,7
137,507,1058,254,spoon,13,rxminus,13
147,533,984,225,spoon,13,rxminus,19
176,497,987,241,spoon,13,rxminus,25
171,538,933,169,spoon,13,rxminus,31
167,568,1090,159,spoon,13,rxminus,37
150,501,1043,268,spoon,13,rxminus,43
130,538,1084,231,spoon,13,rxminus,49
162,541,887,223,spoon,13,rxminus,55
129,568,968,216,spoon,13,rxminus,61
141,608,1200,195,spoon,13,rxminus,67
110,514,1095,292,spoon,13,rxminus,73
186,615,981,122,spoon,13,rxminus,79
165,538,1011,254,spoon,13,rxminus,85
139,522,1076,240,spoon,13,rxminus,91
174,523,951,225,spoon,13,rxminus,97
201,597,876,98,spoon,13,rxminus,103
93,517,1165,298,spoon,13,rxminus,109
137,579,1045,222,spoon,13,rxminus,115
160,604,976,181,spoon,13,rxminus,121
170,607,935,167,spoon,13,rxminus,127
367,492,815,169,spoon,13,rxplus,1
275,460,906,211,spoon,13,rxplus,7
282,474,784,217,spoon,13,rxplus,13
314,505,822,197,spoon,13,rxplus,19
276,481,866,231,spoon,13,rxplus,25
344,551,754,330,spoon,13,rxplus,31
279,511,860,154,spoon,13,rxplus,37
265,513,861,144,spoon,13,rxplus,43
256,487,893,221,spoon,13,rxplus,49
236,447,896,268,spoon,13,rxplus,55
213,468,1101,265,spoon,13,rxplus,61
276,573,846,102,spoon,13,rxplus,67
246,498,957,258,spoon,13,rxplus,73
240,492,1029,406,spoon,13,rxplus,79
264,519,898,249,spoon,13,rxplus,85
253,523,883,222,spoon,13,rxplus,91
288,589,893,144,spoon,13,rxplus,97
256,477,956,317,spoon,13,rxplus,103
291,589,813,206,spoon,13,rxplus,109
220,551,935,249,spoon,13,rxplus,115
279,612,824,157,spoon,13,rxplus,121
279,639,873,117,spoon,13,rxplus,127
284,561,1033,191,spoon,13,rxplus,133
160,412,808,166,spoon,13,ryminus,1
219,417,786,248,spoon,13,ryminus,7
256,406,701,478,spoon,13,ryminus,13
439,337,366,743,spoon,13,ryminus,19
576,232,127,820,spoon,13,ryminus,25
261,276,557,542,spoon,13,ryminus,31
205,588,779,109,spoon,13,ryminus,37
282,513,740,354,spoon,13,ryminus,43
436,658,602,422,spoon,13,ryminus,49
748,644,204,436,spoon,13,ryminus,55
579,490,314,590,spoon,13,ryminus,61
398,563,677,442,spoon,13,ryminus,67
326,698,785,106,spoon,13,ryminus,73
406,688,711,271,spoon,13,ryminus,79
680,659,396,412,spoon,13,ryminus,85
761,513,124,567,spoon,13,ryminus,91
536,409,464,612,spoon,13,ryminus,97
373,653,749,208,spoon,13,ryminus,103
568,510,565,420,spoon,13,ryminus,109
759,411,215,669,spoon,13,ryminus,115
609,571,515,503,spoon,13,ryminus,121
362,654,781,119,spoon,13,ryminus,127
356,657,860,110,spoon,13,ryminus,133
175,424,857,178,spoon,13,ryplus,1
200,457,848,100,spoon,13,ryplus,7
253,344,856,341,spoon,13,ryplus,13
433,143,562,587,spoon,13,ryplus,19
742,106,201,912,spoon,13,ryplus,25
586,196,542,881,spoon,13,ryplus,31
669,368,692,220,spoon,13,ryplus,37
441,451,790,84,spoon,13,ryplus,43
377,459,758,286,spoon,13,ryplus,49
421,407,619,586,spoon,13,ryplus,55
569,115,325,892,spoon,13,ryplus,61
486,133,537,669,spoon,13,ryplus,67
379,308,810,286,spoon,13,ryplus,73
320,378,868,186,spoon,13,ryplus,79
472,223,573,616,spoon,13,ryplus,85
457,217,647,633,spoon,13,ryplus,91
443,212,721,651,spoon,13,ryplus,97
415,399,815,211,spoon,13,ryplus,103
446,528,594,273,spoon,13,ryplus,109
484,418,419,658,spoon,13,ryplus,115
431,268,613,652,spoon,13,ryplus,121
337,399,859,275,spoon,13,ryplus,127
236,476,795,179,spoon,13,rzminus,1
452,487,616,212,spoon,13,rzminus,7
641,528,344,103,spoon,13,rzminus,13
484,539,319,100,spoon,13,rzminus,19
398,457,550,170,spoon,13,rzminus,25
302,509,777,104,spoon,13,rzminus,31
264,468,906,220,spoon,13,rzminus,37
706,516,337,131,spoon,13,rzminus,43
455,409,377,235,spoon,13,rzminus,49
308,453,671,176,spoon,13,rzminus,55
126,493,893,130,spoon,13,rzminus,61
194,554,874,121,spoon,13,rzminus,67
562,479,352,161,spoon,13,rzminus,73
342,399,500,298,spoon,13,rzminus,79
82,494,925,117,spoon,13,rzminus,85
132,505,971,134,spoon,13,rzminus,91
333,538,731,127,spoon,13,rzminus,97
489,404,254,227,spoon,13,rzminus,103
178,402,639,247,spoon,13,rzminus,109
68,404,955,323,spoon,13,rzminus,115
152,514,925,118,spoon,13,rzminus,121
265,489,864,125,spoon,13,rzminus,127
580,554,691,134,spoon,13,rzplus,1
514,619,818,152,spoon,13,rzplus,7
539,718,764,119,spoon,13,rzplus,13
731,707,341,145,spoon,13,rzplus,19
841,709,267,178,spoon,13,rzplus,25
705,665,584,136,spoon,13,rzplus,31
465,575,984,269,spoon,13,rzplus,37
482,642,799,115,spoon,13,rzplus,43
702,666,372,82,spoon,13,rzplus,49
858,685,350,121,spoon,13,rzplus,55
666,673,901,225,spoon,13,rzplus,61
506,593,939,144,spoon,13,rzplus,67
454,574,761,173,spoon,13,rzplus,73
745,560,607,230,spoon,13,rzplus,79
927,576,573,272,spoon,13,rzplus,85
710,629,972,191,spoon,13,rzplus,91
471,590,858,128,spoon,13,rzplus,97
656,636,549,157,spoon,13,rzplus,103
736,620,416,125,spoon,13,rzplus,109
649,554,896,221,spoon,13,rzplus,115
343,544,1082,221,spoon,13,rzplus,121
239,541,1134,290,spoon,13,rzplus,127
604,267,759,438,spoon,14,rxminus,1
480,277,925,406,spoon,14,rxminus,7
512,394,740,271,spoon,14,rxminus,13
500,344,803,269,spoon,14,rxminus,19
544,276,750,263,spoon,14,rxminus,25
512,273,727,191,spoon,14,rxminus,31
498,240,753,250,spoon,14,rxminus,37
555,249,767,384,spoon,14,rxminus,43
529,304,752,272,spoon,14,rxminus,49
524,258,930,396,spoon,14,rxminus,55
580,393,684,204,spoon,14,rxminus,61
555,343,694,228,spoon,14,rxminus,67
573,341,678,213,spoon,14,rxminus,73
568,199,793,332,spoon,14,rxminus,79
600,237,751,214,spoon,14,rxminus,85
524,170,803,371,spoon,14,rxminus,91
541,207,889,325,spoon,14,rxminus,97
570,207,794,244,spoon,14,rxminus,103
553,285,750,243,spoon,14,rxminus,109
535,274,703,254,spoon,14,rxminus,115
576,258,670,283,spoon,14,rxminus,121
641,350,839,401,spoon,14,rxplus,1
616,417,1082,340,spoon,14,rxplus,7
672,431,825,268,spoon,14,rxplus,13
694,372,826,298,spoon,14,rxplus,19
627,272,1008,430,spoon,14,rxplus,25
587,297,975,425,spoon,14,rxplus,31
690,354,720,275,spoon,14,rxplus,37
654,390,707,255,spoon,14,rxplus,43
643,404,738,268,spoon,14,rxplus,49
717,354,743,313,spoon,14,rxplus,55
649,286,848,359,spoon,14,rxplus,61
681,387,739,239,spoon,14,rxplus,67
676,331,694,200,spoon,14,rxplus,73
654,287,831,298,spoon,14,rxplus,79
623,302,838,273,spoon,14,rxplus,85
609,287,835,318,spoon,14,rxplus,91
617,329,816,274,spoon,14,rxplus,97
612,330,826,251,spoon,14,rxplus,103
549,276,889,334,spoon,14,rxplus,109
650,298,779,407,spoon,14,ryminus,1
735,329,588,613,spoon,14,ryminus,7
805,75,284,706,spoon,14,ryminus,13
912,3,197,722,spoon,14,ryminus,19
652,198,493,659,spoon,14,ryminus,25
627,186,554,565,spoon,14,ryminus,31
571,277,680,314,spoon,14,ryminus,37
438,214,838,294,spoon,14,ryminus,43
833,0,256,759,spoon,14,ryminus,49
783,0,360,584,spoon,14,ryminus,55
547,174,553,335,spoon,14,ryminus,61
551,278,627,229,spoon,14,ryminus,67
702,121,650,524,spoon,14,ryminus,73
845,0,347,616,spoon,14,ryminus,79
896,3,286,622,spoon,14,ryminus,85
864,0,326,577,spoon,14,ryminus,91
461,107,830,344,spoon,14,ryminus,97
731,105,483,666,spoon,14,ryminus,103
779,15,401,737,spoon,14,ryminus,109
700,132,701,365,spoon,14,ryminus,115
587,22,916,435,spoon,14,ryminus,121
700,347,853,396,spoon,14,ryplus,1
576,546,916,447,spoon,14,ryplus,7
478,516,991,413,spoon,14,ryplus,13
662,296,717,529,spoon,14,ryplus,19
893,103,346,972,spoon,14,ryplus,25
935,106,317,908,spoon,14,ryplus,31
757,260,631,719,spoon,14,ryplus,37
683,377,822,350,spoon,14,ryplus,43
599,478,819,269,spoon,14,ryplus,49
725,279,589,708,spoon,14,ryplus,55
877,172,283,836,spoon,14,ryplus,61
766,313,440,682,spoon,14,ryplus,67
642,361,772,546,spoon,14,ryplus,73
534,484,872,280,spoon,14,ryplus,79
678,326,495,471,spoon,14,ryplus,85
695,199,397,840,spoon,14,ryplus,91
735,294,417,714,spoon,14,ryplus,97
793,493,395,182,spoon,14,ryplus,103
554,359,589,365,spoon,14,ryplus,109
606,117,663,793,spoon,14,ryplus,115
665,195,534,738,spoon,14,ryplus,121
718,449,886,419,spoon,14,rzminus,1
730,443,760,308,spoon,14,rzminus,7
729,470,493,316,spoon,14,rzminus,13
782,391,278,384,spoon,14,rzminus,19
703,347,423,284,spoon,14,rzminus,25
497,236,625,328,spoon,14,rzminus,31
421,179,818,465,spoon,14,rzminus,37
492,199,870,348,spoon,14,rzminus,43
837,272,308,317,spoon,14,rzminus,49
835,236,326,368,spoon,14,rzminus,55
710,206,496,304,spoon,14,rzminus,61
612,130,819,345,spoon,14,rzminus,67
680,120,699,348,spoon,14,rzminus,73
769,199,367,366,spoon,14,rzminus,79
879,290,270,263,spoon,14,rzminus,85
565,126,627,297,spoon,14,rzminus,91
469,16,797,405,spoon,14,rzminus,97
477,106,674,301,spoon,14,rzminus,103
858,159,345,416,spoon,14,rzminus,109
760,112,405,410,spoon,14,rzminus,115
686,53,742,389,spoon,14,rzminus,121
735,546,733,317,spoon,14,rzplus,1
777,526,627,325,spoon,14,rzplus,7
720,438,675,533,spoon,14,rzplus,13
863,515,301,386,spoon,14,rzplus,19
806,463,398,406,spoon,14,rzplus,25
679,504,596,366,spoon,14,rzplus,31
528,490,765,356,spoon,14,rzplus,37
671,498,545,328,spoon,14,rzplus,43
868,556,258,306,spoon,14,rzplus,49
811,491,403,266,spoon,14,rzplus,55
666,474,893,285,spoon,14,rzplus,61
728,450,623,285,spoon,14,rzplus,67
829,414,285,329,spoon,14,rzplus,73
934,340,319,257,spoon,14,rzplus,79
825,280,595,330,spoon,14,rzplus,85
716,279,562,236,spoon,14,rzplus,91
720,228,518,273,spoon,14,rzplus,97
916,256,207,260,spoon,14,rzplus,103
832,172,479,314,spoon,14,rzplus,109
818,211,592,323,spoon,14,rzplus,115
6,249,1414,393,spoon,15,rxminus,1
8,292,1462,341,spoon,15,rxminus,7
0,261,1450,404,spoon,15,rxminus,13
14,154,1368,533,spoon,15,rxminus,19
0,159,1385,513,spoon,15,rxminus,25
0,178,1410,415,spoon,15,rxminus,31
32,242,1449,359,spoon,15,rxminus,37
11,254,1387,366,spoon,15,rxminus,43
0,236,1389,534,spoon,15,rxminus,49
11,256,1364,483,spoon,15,rxminus,55
0,337,1411,418,spoon,15,rxminus,61
0,365,1415,343,spoon,15,rxminus,67
0,309,1423,390,spoon,15,rxminus,73
